Date,Team,Acquired,Relinquished,Notes
2013-03-09,Bucks,Ishmael Smith / Ish Smith,,activated from IL
2013-03-09,Grizzlies,,Darrell Arthur,back injury (DNP)
2013-03-09,Grizzlies,,Zach Randolph,sprained left ankle (DNP)
2013-03-09,Hornets,,Austin Rivers,placed on IL with fractured right hand (out for season)
2013-03-09,Jazz,,Paul Millsap,placed on IL with right knee inflammation
2013-03-09,Jazz,Kevin Murphy,,activated from IL
2013-03-09,Knicks,,Amare Stoudemire / Amar'e Stoudemire,placed on IL with knee injury
2013-03-09,Timberwolves,,Andrei Kirilenko,strained left calf (DNP)
2013-03-09,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
2013-03-09,Timberwolves,,Nikola Pekovic,abdominal strain (DNP)
2013-03-09,Warriors,,David Lee,bruised right knee (DNP)
2013-03-10,76ers,,Nick Young,sprained left ankle (DNP)
2013-03-10,Blazers,,Meyers Leonard,sprained right ankle (DNP)
2013-03-10,Blazers,,Victor Claver,sprained left ankle (DNP)
2013-03-10,Bucks,,J.J. Redick,ankle injury (DNP)
2013-03-10,Bucks,,Larry Sanders (b. 1988-11-21),placed on IL with knee injury
2013-03-10,Bucks,Ersan Ilyasova,,activated from IL
Date,Team,Acquired,Relinquished,Notes
2013-03-10,Bulls,,Kirk Hinrich,right foot injury (DNP)
2013-03-10,Cavaliers,,Omri Casspi,recovering from appendectomy (DNP)
2013-03-10,Clippers,,Eric Bledsoe,placed on IL with sore left calf
2013-03-10,Clippers,,Jamal Crawford,sore left ankle (DNP)
2013-03-10,Hornets,,Eric Gordon,rest / right knee injury (DNP)
2013-03-10,Pacers,,Miles Plumlee,placed on IL
2013-03-10,Pacers,Ben Hansbrough,,activated from IL
2013-03-10,Raptors,,Andrea Bargnani,placed on IL with strained right elbow (out for season)
2013-03-10,Raptors,,Rudy Gay,stiff back (DNP)
2013-03-10,Raptors,Mickael Pietrus,,activated from IL
2013-03-10,Timberwolves,,Andrei Kirilenko,strained left calf (DNP)
2013-03-10,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
2013-03-10,Timberwolves,,Nikola Pekovic,abdominal strain (DNP)
2013-03-10,Jazz,Raja Bell,,activated from IL
2013-03-11,76ers,,Nick Young,sprained left ankle (DNP)
2013-03-11,Cavaliers,,Kyrie Irving,sprained left shoulder (out indefinitely)
2013-03-11,Jazz,,Jamaal Tinsley,placed on IL with illness
2013-03-11,Knicks,Carmelo Anthony,,activated from IL
2013-03-11,Pistons,,Jason Maxiell,sprained right ankle (DNP)
2013-03-12,Blazers,,Victor Claver,sprained left ankle (DNP)
2013-03-12,Bobcats,,DeSagana Diop,sore right knee (DNP)
2013-03-12,Bucks,,Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL with turf toe
2013-03-12,Bucks,Larry Sanders (b. 1988-11-21),,activated from IL
2013-03-12,Cavaliers,,Kyrie Irving,placed on IL with sprained left shoulder
2013-03-12,Cavaliers,,Omri Casspi,recovering from appendectomy (DNP)
Date,Team,Acquired,Relinquished,Notes
2013-03-12,Celtics,,Paul Pierce,DNP
2013-03-12,Grizzlies,,Darrell Arthur,back injury (DNP)
2013-03-12,Hornets,,Ryan Anderson,viral infection (DNP)
2013-03-12,Nets,,Joe Johnson,placed on IL with sore left heel
2013-03-12,Nets,Jerry Stackhouse,,activated from IL
2013-03-12,Spurs,,Kawhi Leonard,sore left knee (DNP)
2013-03-12,Spurs,,Tim Duncan,placed on IL with sore left knee
2013-03-12,Spurs,Aron Baynes,,activated from IL
2013-03-12,Timberwolves,,Andrei Kirilenko,strained right quadricep (DNP)
2013-03-12,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
2013-03-12,Timberwolves,,Nikola Pekovic,abdominal strain (DNP)
2013-03-13,Bulls,,Kirk Hinrich,right foot injury (DNP)
2013-03-13,Clippers,,Caron Butler,strained left calf / left elbow injury (CBC) (DNP)
2013-03-13,Grizzlies,,Darrell Arthur,back injury (DNP)
2013-03-13,Hawks,,Jeff Teague,sprained left ankle (DNP)
2013-03-13,Hawks,,Josh Smith,sprained left knee (DNP)
2013-03-13,Jazz,,Travis Leslie,placed on IL
2013-03-13,Jazz,Paul Millsap,,activated from IL
2013-03-13,Kings,,DeMarcus Cousins,thigh injury (DNP)
2013-03-13,Kings,,James Johnson,personal reasons (DNP)
2013-03-13,Pacers,,Ben Hansbrough,placed on IL
2013-03-13,Pacers,Miles Plumlee,,activated from IL
2013-03-13,Pistons,,Brandon Knight,sprained left ankle (DNP)
2013-03-13,Rockets,,Tim Ohlbrecht,sprained right ankle (DNP)
2013-03-13,Suns,Jermaine O'Neal,,activated from IL
Date,Team,Acquired,Relinquished,Notes
2013-03-13,Timberwolves,,Andrei Kirilenko,strained right quadricep (DNP)
2013-03-13,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
2013-03-13,Timberwolves,,Nikola Pekovic,abdominal strain (DNP)
2013-03-13,Wizards,,A.J. Price,groin injury (DNP)
2013-03-14,Knicks,,Carmelo Anthony,placed on IL with sore right knee
2013-03-14,Knicks,,Tyson Chandler,bruised left knee / strained neck (DNP)
2013-03-14,Lakers,,Kobe Bryant,sprained left ankle (out indefinitely)
2013-03-14,Spurs,,Aron Baynes,placed on IL
2013-03-14,Spurs,Tim Duncan,,activated from IL
2013-03-14,Clippers,Trey Thompkins,,activated from IL
2013-03-15,Bulls,,Kirk Hinrich,right foot injury (DNP)
2013-03-15,Cavaliers,,Wayne Ellington,sprained left ankle (DNP)
2013-03-15,Grizzlies,,Darrell Arthur,back injury (DNP)
2013-03-15,Magic,,Andrew Nicholson,illness (DNP)
2013-03-15,Rockets,,Tim Ohlbrecht,sprained right ankle (DNP)
2013-03-15,Thunder,,Hasheem Thabeet,sore lower back (DNP)
2013-03-15,Timberwolves,,Andrei Kirilenko,strained right quadricep (DNP)
2013-03-15,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
2013-03-15,Timberwolves,,Nikola Pekovic,abdominal strain (DNP)
2013-03-15,Wizards,,A.J. Price,sore right groin (DNP)
2013-03-16,Blazers,,Victor Claver,sprained left ankle (DNP)
2013-03-16,Celtics,,Kevin Garnett,strained left abductor (DNP)
2013-03-16,Grizzlies,,Darrell Arthur,back injury (DNP)
2013-03-16,Grizzlies,,Tony Wroten Jr.,migraine headache (DNP)
2013-03-16,Jazz,,Kevin Murphy,placed on IL
Date,Team,Acquired,Relinquished,Notes
2013-03-16,Jazz,Jamaal Tinsley,,activated from IL
2013-03-16,Pistons,,Brandon Knight,sprained left ankle (DNP)
2013-03-16,Wizards,,A.J. Price,sore right knee (DNP)
2013-03-16,Wizards,,Chris Singleton,placed on IL for personal reasons
2013-03-16,Wizards,,Trevor Ariza,sore left knee (DNP)
2013-03-16,Wizards,Bradley Beal,,activated from IL
2013-03-17,Clippers,,Ronny Turiaf,placed on IL with left knee injury
2013-03-17,Kings,,DeMarcus Cousins,bruised left quadriceps (DNP)
2013-03-17,Kings,,James Johnson,personal reasons (DNP)
2013-03-17,Knicks,,Tyson Chandler,strained neck (DNP)
2013-03-17,Lakers,,Kobe Bryant,sprained left ankle (DNP)
2013-03-17,Mavericks,,Rodrigue Beaubois,fractured left hand (out indefinitely)
2013-03-17,Nets,,Tyshawn Taylor,placed on IL
2013-03-17,Nets,Joe Johnson,,activated from IL
2013-03-17,Rockets,,Tim Ohlbrecht,placed on IL
2013-03-17,Rockets,Terrence Jones,,activated from IL
2013-03-17,Thunder,,Hasheem Thabeet,sore lower back (DNP)
2013-03-17,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
2013-03-18,76ers,,Andrew Bynum,arthroscopic surgery on both knees (date approximate)
2013-03-18,Blazers,,Victor Claver,placed on IL with sprained left ankle
2013-03-18,Bulls,,Kirk Hinrich,right foot injury (DNP)
2013-03-18,Celtics,,Kevin Garnett,strained left abductor (DNP)
2013-03-18,Grizzlies,,Darrell Arthur,back injury (DNP)
2013-03-18,Hornets,,Eric Gordon,right knee injury (DNP)
2013-03-18,Knicks,,Tyson Chandler,strained neck (DNP)
Date,Team,Acquired,Relinquished,Notes
2013-03-18,Lakers,,Kobe Bryant,sprained left ankle (DNP)
2013-03-18,Mavericks,,Rodrigue Beaubois,fractured left hand (DNP)
2013-03-18,Nets,,Keith Bogans,left ankle injury (DTD)
2013-03-18,Nets,,Kris Humphries,tightness in lower back (DNP)
2013-03-18,Nets,,Tornike Shengelia,placed on IL
2013-03-18,Pacers,,David West,placed on IL with sprained back
2013-03-18,Pacers,Ben Hansbrough,,activated from IL
2013-03-18,Pistons,,Brandon Knight,sprained left ankle (DNP)
2013-03-18,Pistons,Lawrence Frank,,returned as head coach
2013-03-18,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
2013-03-18,Wizards,A.J. Price,,activated from IL
2013-03-18,Cavaliers,Kevin Jones,,activated from IL
2013-03-19,Bucks,,Ersan Ilyasova,placed on IL with back injury
2013-03-19,Bucks,Joel Przybilla,,activated from IL
2013-03-19,Cavaliers,,Dion Waiters,sore left knee (DTD)
2013-03-19,Kings,,Chuck Hayes,personal reasons (DNP)
2013-03-19,Kings,,James Johnson,personal reasons (DNP)
2013-03-19,Magic,,Al Harrington,DNP
2013-03-19,Thunder,,Hasheem Thabeet,placed on IL with sore lower back
2013-03-19,Thunder,DeAndre Liggins,,activated from IL
2013-03-19,Thunder,Jeremy Lamb,,activated from IL
2013-03-20,Bobcats,,Brendan Haywood,sore left ankle (DNP)
2013-03-20,Cavaliers,,Dion Waiters,sore left knee (DNP)
2013-03-20,Clippers,,Chauncey Billups,hamstring injury (DTD)
2013-03-20,Grizzlies,,Darrell Arthur,back injury (DNP)
Date,Team,Acquired,Relinquished,Notes
2013-03-20,Knicks,,Kurt Thomas,placed on IL with right foot injury
2013-03-20,Knicks,,Tyson Chandler,strained neck (DNP)
2013-03-20,Knicks,Carmelo Anthony,,activated from IL
2013-03-20,Magic,,Nikola Vucevic,illness/concussion (DNP)
2013-03-20,Mavericks,,Rodrigue Beaubois,placed on IL recovering from surgery on left hand to repair fractured bone (out for season)
2013-03-20,Nets,,Kris Humphries,sore lower back (DNP)
2013-03-20,Spurs,,Gary Neal,placed on IL
2013-03-20,Spurs,Aron Baynes,,activated from IL
2013-03-20,Thunder,,DeAndre Liggins,placed on IL
2013-03-20,Thunder,,Jeremy Lamb,placed on IL
2013-03-20,Thunder,Daniel Orton,,activated from IL
2013-03-20,Thunder,Hasheem Thabeet,,activated from IL
2013-03-20,Wizards,,Emeka Okafor,flu (DNP)
2013-03-20,Mavericks,Shawn Marion,,activated from IL
2013-03-20,Mavericks,,Shawn Marion,strained left calf (DNP)
2013-03-21,Bobcats,,Brendan Haywood,stress fracture in left foot (out for season)
2013-03-21,Bulls,Taj Gibson,,activated from IL
2013-03-21,Kings,,James Johnson,personal reasons (DNP)
2013-03-21,Nuggets,,Ty Lawson,heel injury (DTD)
2013-03-21,Nuggets,,Wilson Chandler,placed on IL with separated left shoulder
2013-03-21,Nuggets,Julyan Stone,,activated from IL
2013-03-21,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
2013-03-21,Timberwolves,Chase Budinger,,activated from IL
2013-03-22,Cavaliers,,Dion Waiters,left knee injury (DNP)
2013-03-22,Knicks,,Tyson Chandler,bulging disc in neck (DNP)
Date,Team,Acquired,Relinquished,Notes
2013-03-22,Lakers,Pau Gasol,,activated from IL
2013-03-22,Magic,,Nikola Vucevic,concussion (DNP)
2013-03-22,Pistons,,Brandon Knight,sprained left ankle (DNP)
2013-03-22,Raptors,,Sebastian Telfair,knee injury (DTD)
2013-03-22,Rockets,,Terrence Jones,placed on IL
2013-03-22,Rockets,,Tim Ohlbrecht,sprained ankle (DNP)
2013-03-22,Rockets,Tim Ohlbrecht,,activated from IL
2013-03-22,Spurs,,Aron Baynes,placed on IL
2013-03-22,Spurs,(William) Tony Parker,,activated from IL
2013-03-22,Suns,,Jared Dudley,stomach virus / flu (DNP)
2013-03-22,Suns,,Jermaine O'Neal,strained left calf (DNP)
2013-03-22,Thunder,,Perry Jones III,placed on IL
2013-03-22,Thunder,DeAndre Liggins,,activated from IL
2013-03-22,Timberwolves,,Kevin Love,placed on IL recovering from surgery to repair fractured right hand/finger (out for season)
2013-03-22,Wizards,,Bradley Beal,sprained left ankle (DNP)
2013-03-22,Wizards,,Emeka Okafor,flu (DNP)
2013-03-23,Bobcats,,Brendan Haywood,stress fracture in left foot (DNP)
2013-03-23,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
2013-03-23,Celtics,,Courtney Lee,sprained left ankle (DNP)
2013-03-23,Celtics,,Kevin Garnett,sprained left ankle (DNP)
2013-03-23,Clippers,,Chauncey Billups,placed on IL with groin injury
2013-03-23,Clippers,,DaJuan Summers,placed on IL
2013-03-23,Clippers,Eric Bledsoe,,activated from IL
2013-03-23,Clippers,Ronny Turiaf,,activated from IL
2013-03-23,Grizzlies,,Marc Gasol,torn abdominal muscle (DTD)
Date,Team,Acquired,Relinquished,Notes
2013-03-23,Kings,,James Johnson,personal reasons (DNP)
2013-03-23,Knicks,,Tyson Chandler,bulging disc in neck (DNP)
2013-03-23,Magic,,Arron Afflalo,strained right hamstring (out for season)
2013-03-23,Nuggets,,Ty Lawson,sore heel (DNP)
2013-03-23,Raptors,,Rudy Gay,stiff back (DNP)
2013-03-23,Wizards,,Bradley Beal,sprained left ankle (DNP)
2013-03-23,Wizards,,Trevor Ariza,flu (DNP)
2013-03-23,Wizards,Chris Singleton,,activated from IL
2013-03-24,Bobcats,,Josh McRoberts,left shoulder injury (DNP)
2013-03-24,Bucks,,Joel Przybilla,placed on IL
2013-03-24,Bucks,Ersan Ilyasova,,activated from IL
2013-03-24,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
2013-03-24,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
2013-03-24,Heat,,Dwyane Wade,placed on IL with sore right knee
2013-03-24,Heat,Juwan Howard,,activated from IL
2013-03-24,Kings,,James Johnson,personal reasons (DNP)
2013-03-24,Nets,,Joe Johnson,bruised right quadriceps (DNP)
2013-03-24,Rockets,,Francisco Garcia,illness (DNP)
2013-03-24,Rockets,,Tim Ohlbrecht,sprained right ankle (DNP)
2013-03-24,Suns,,Jermaine O'Neal,strained left calf (DNP)
2013-03-24,Thunder,,Daniel Orton,placed on IL
2013-03-24,Thunder,Jeremy Lamb,,activated from IL
2013-03-25,Hawks,,Devin Harris,sore left foot (DNP)
2013-03-25,Hornets,,Eric Gordon,sore left ankle (DNP)
2013-03-25,Hornets,,Greivis Vasquez,sprained left ankle (DNP)
Date,Team,Acquired,Relinquished,Notes
2013-03-25,Magic,,Arron Afflalo,strained right hamstring (DNP)
2013-03-25,Magic,,Nikola Vucevic,concussion (DNP)
2013-03-25,Nuggets,,Ty Lawson,placed on IL with sore heel
2013-03-25,Nuggets,Wilson Chandler,,activated from IL
2013-03-25,Pacers,,George Hill,strained left groin (DNP)
2013-03-25,Pacers,,Lance Stephenson,strained right hip flexor (DNP)
2013-03-25,Wizards,,Bradley Beal,sprained left ankle (DNP)
2013-03-25,Wizards,,Martell Webster,strained abdominal (DNP)
2013-03-25,Wizards,,Nene / Nene Hilario / Maybyner Hilario,sore right knee (DNP)
2013-03-25,Wizards,,Trevor Ariza,flu (DNP)
2013-03-26,Celtics,,Courtney Lee,sprained left ankle (DNP)
2013-03-26,Celtics,,Kevin Garnett,left ankle inflammation (DNP)
2013-03-26,Knicks,,Tyson Chandler,bulging disc in neck (DNP)
2013-03-26,Pistons,,Will Bynum,strained right hand (DNP)
2013-03-27,Blazers,Victor Claver,,activated from IL
2013-03-27,Bobcats,,Brendan Haywood,placed on IL with stress reaction in left foot (out for season)
2013-03-27,Bobcats,DeSagana Diop,,activated from IL
2013-03-27,Bucks,,Ishmael Smith / Ish Smith,placed on IL
2013-03-27,Bucks,Luc Richard Mbah a Moute / Luc Mbah a Moute,,activated from IL
2013-03-27,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
2013-03-27,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
2013-03-27,Cavaliers,,Dion Waiters,sore left knee (DNP)
2013-03-27,Celtics,,Courtney Lee,sprained left ankle (DNP)
2013-03-27,Celtics,,Kevin Garnett,left ankle inflammation (DNP)
2013-03-27,Clippers,,Maalik Wayns,placed on IL
Date,Team,Acquired,Relinquished,Notes
2013-03-27,Clippers,Chauncey Billups,,activated from IL
2013-03-27,Grizzlies,Marc Gasol,,returned to lineup
2013-03-27,Hawks,,Devin Harris,sore left foot (DNP)
2013-03-27,Heat,,Juwan Howard,placed on IL
2013-03-27,Heat,Dwyane Wade,,activated from IL
2013-03-27,Jazz,,Enes Kanter / Enes Freedom,dislocated left shoulder (out indefinitely)
2013-03-27,Kings,,James Johnson,personal reasons (DNP)
2013-03-27,Knicks,,Tyson Chandler,bulging disc in neck (DNP)
2013-03-27,Magic,,Andrew Nicholson,sprained left ankle (DNP)
2013-03-27,Magic,,Arron Afflalo,strained right hamstring (DNP)
2013-03-27,Magic,,Hidayet Turkoglu / Hedo Turkoglu,personal reasons (DNP)
2013-03-27,Magic,,Nikola Vucevic,concussion (DNP)
2013-03-27,Nets,,Joe Johnson,bruised right quadriceps (DNP)
2013-03-27,Nuggets,,Julyan Stone,placed on IL with knee injury
2013-03-27,Nuggets,Ty Lawson,,activated from IL
2013-03-27,Rockets,,Francisco Garcia,illness (DNP)
2013-03-27,Spurs,,Patrick Mills / Patty Mills,placed on IL
2013-03-27,Spurs,Gary Neal,,activated from IL
2013-03-27,Thunder,,DeAndre Liggins,placed on IL
2013-03-27,Thunder,Perry Jones III,,activated from IL
2013-03-27,Wizards,,Bradley Beal,sprained left ankle (DNP)
2013-03-27,Wizards,,Jason Collins,sprained left ankle (P) / flu (CBC) (DNP)
2013-03-27,Wizards,,Martell Webster,strained abdominal (DNP)
2013-03-27,Wizards,,Nene / Nene Hilario / Maybyner Hilario,sore right knee (DNP)
2013-03-27,Wizards,,Trevor Ariza,flu (DNP)
Date,Team,Acquired,Relinquished,Notes
2013-03-27,Lakers,,Metta World Peace / Ron Artest,torn meniscus in left knee (out indefinitely)
2013-03-27,Lakers,,Metta World Peace / Ron Artest,torn meniscus in left knee (DNP)
2013-03-28,Bucks,,Gustavo Ayon,placed on IL
2013-03-28,Bucks,Ishmael Smith / Ish Smith,,activated from IL
2013-03-28,Kings,,James Johnson,personal reasons (DNP)
2013-03-28,Lakers,,Metta World Peace / Ron Artest,surgery on left knee to repair torn meniscus (out indefinitely)
2013-03-28,Lakers,,Metta World Peace / Ron Artest,recovering from surgery on left knee to repair torn meniscus (DNP)
2013-03-28,Pacers,,Miles Plumlee,placed on IL
2013-03-28,Pacers,David West,,activated from IL
2013-03-29,Blazers,,LaMarcus Aldridge,placed on IL with sprained right ankle
2013-03-29,Blazers,Aleksandar Pavlovic / Sasha Pavlovic,,activated from IL
2013-03-29,Bobcats,,Byron Mullens / B.J. Mullens,sore left ankle (DNP)
2013-03-29,Cavaliers,,Dion Waiters,sore left knee (DNP)
2013-03-29,Celtics,,Kevin Garnett,left ankle inflammation (DNP)
2013-03-29,Clippers,,Chauncey Billups,placed on IL with strained right groin
2013-03-29,Clippers,Maalik Wayns,,activated from IL
2013-03-29,Hawks,,Al Horford,stomach illness (DNP)
2013-03-29,Hawks,,Devin Harris,sore left foot (DNP)
2013-03-29,Heat,,Mario Chalmers,placed on IL with sprained right ankle
2013-03-29,Heat,Juwan Howard,,activated from IL
2013-03-29,Hornets,,Greivis Vasquez,sore/sprained left ankle (DNP)
2013-03-29,Jazz,,Enes Kanter / Enes Freedom,placed on IL with dislocated left shoulder (out for season)
2013-03-29,Jazz,Kevin Murphy,,activated from IL
2013-03-29,Knicks,,Tyson Chandler,bulging disc in neck (DNP)
2013-03-29,Magic,,Arron Afflalo,strained right hamstring (DNP)
Date,Team,Acquired,Relinquished,Notes
2013-03-29,Magic,,Hidayet Turkoglu / Hedo Turkoglu,personal reasons (DNP)
2013-03-29,Magic,,Nikola Vucevic,concussion (DNP)
2013-03-29,Nets,,Joe Johnson,placed on IL with bruised right quadriceps
2013-03-29,Nets,Tornike Shengelia,,activated from IL
2013-03-29,Nets,Tyshawn Taylor,,activated from IL
2013-03-29,Nuggets,,Ty Lawson,placed on IL with torn plantar fascia in right foot / right heel injury (CBC)
2013-03-29,Nuggets,Quincy Miller,,activated from IL
2013-03-29,Pistons,,Charlie Villanueva,illness (DNP)
2013-03-29,Pistons,,Will Bynum,placed on IL with strained right hand
2013-03-29,Pistons,Andre Drummond,,activated from IL
2013-03-29,Rockets,,Francisco Garcia,illness (DNP)
2013-03-29,Wizards,,Bradley Beal,placed on IL with sore left ankle
2013-03-29,Wizards,,Jason Collins,flu (DNP)
2013-03-29,Wizards,,Nene / Nene Hilario / Maybyner Hilario,sore right knee (DNP)
2013-03-29,Wizards,A.J. Price,,activated from IL (CBC P)
2013-03-30,Bobcats,,Byron Mullens / B.J. Mullens,sore left ankle (DNP)
2013-03-30,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
2013-03-30,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
2013-03-30,Hawks,,Al Horford,stomach illness (DNP)
2013-03-30,Hawks,,John Jenkins,concussion (DNP)
2013-03-30,Lakers,,Metta World Peace / Ron Artest,recovering from surgery on left knee to repair torn meniscus (DNP)
2013-03-30,Magic,,Arron Afflalo,strained right hamstring (DNP)
2013-03-30,Magic,,Jameer Nelson,sprained right ankle (DNP)
2013-03-30,Pacers,,Gerald Green (b. 1986-01-26),placed on IL with upper respiratory infection
2013-03-30,Pacers,Miles Plumlee,,activated from IL
Date,Team,Acquired,Relinquished,Notes
2013-03-30,Rockets,,James Harden,sore right foot (DNP)
2013-03-30,Timberwolves,,Nikola Pekovic,sprained left ankle (DNP)
2013-03-31,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
2013-03-31,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
2013-03-31,Cavaliers,,Dion Waiters,placed on IL with sore left knee
2013-03-31,Cavaliers,Kyrie Irving,,activated from IL
2013-03-31,Celtics,,Kevin Garnett,left ankle inflammation (DNP)
2013-03-31,Heat,,Dwyane Wade,sprained right ankle (DNP)
2013-03-31,Heat,,LeBron James,strained right hamstring (DNP)
2013-03-31,Knicks,,Tyson Chandler,bulging disc in neck (DNP)
2013-03-31,Pistons,,Jason Maxiell,placed on IL recovering from surgery on eye to repair detached retina (out for season)
2013-03-31,Raptors,Sebastian Telfair,,returned to lineup
2013-03-31,Spurs,,Emanuel Ginobili / Manu Ginobili,placed on IL with strained/sore right hamstring
2013-03-31,Spurs,Patrick Mills / Patty Mills,,activated from IL
2013-03-31,Wizards,,Nene / Nene Hilario / Maybyner Hilario,placed on IL with sore right knee
2013-03-31,Wizards,Bradley Beal,,activated from IL
2013-03-31,Pistons,Will Bynum,,activated from IL
2013-03-31,Pistons,,Will Bynum,strained right hand (DNP)
2013-04-01,Bobcats,,Byron Mullens / B.J. Mullens,sore left ankle (DNP)
2013-04-01,Bobcats,,Michael Kidd-Gilchrist,death in family (DNP)
2013-04-01,Bucks,,Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL with illness
2013-04-01,Bucks,Gustavo Ayon,,activated from IL
2013-04-01,Cavaliers,,C.J. Miles,sore right ankle (DNP)
2013-04-01,Cavaliers,,Kyrie Irving,left shoulder injury / rest (DNP)
2013-04-01,Celtics,,Kevin Garnett,placed on IL with left ankle inflammation
Date,Team,Acquired,Relinquished,Notes
2013-04-01,Celtics,,Paul Pierce,sore ankle (DNP) (P)
2013-04-01,Celtics,,Paul Pierce,personal reasons (DNP) (CBC)
2013-04-01,Hawks,,John Jenkins,concussion (DNP)
2013-04-01,Magic,,Arron Afflalo,strained right hamstring (DNP)
2013-04-01,Magic,,Hidayet Turkoglu / Hedo Turkoglu,personal reasons (DNP)
2013-04-01,Magic,,Jameer Nelson,sprained right ankle (DNP)
2013-04-01,Pacers,,Ben Hansbrough,placed on IL
2013-04-01,Pacers,Gerald Green (b. 1986-01-26),,activated from IL
2013-04-01,Pistons,,Will Bynum,strained right hand (DNP)
2013-04-01,Raptors,,Landry Fields,placed on IL with right elbow injury
2013-04-01,Raptors,Quincy Acy,,activated from IL
2013-04-01,Rockets,,Chandler Parsons,placed on IL with food poisoning
2013-04-01,Rockets,,James Harden,sore right foot (DNP)
2013-04-01,Spurs,,Kawhi Leonard,sore left knee (DNP)
2013-04-01,Spurs,,Tim Duncan,placed on IL with sore left knee / rest
2013-04-01,Spurs,Aron Baynes,,activated from IL
2013-04-01,Rockets,Terrence Jones,,activated from IL
2013-04-02,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
2013-04-02,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
2013-04-02,Heat,,Dwyane Wade,sprained right ankle (DNP)
2013-04-02,Heat,,LeBron James,strained right hamstring (DNP)
2013-04-02,Lakers,,Metta World Peace / Ron Artest,recovering from surgery on left knee to repair torn meniscus (DNP)
2013-04-02,Lakers,,Steve Nash,strained right hamstring (DNP)
2013-04-02,Wizards,,Jason Collins,placed on IL
2013-04-02,Wizards,Nene / Nene Hilario / Maybyner Hilario,,activated from IL
Date,Team,Acquired,Relinquished,Notes
2013-04-03,Blazers,,Nicolas Batum,placed on IL with right shoulder injury (out for season)
2013-04-03,Bobcats,,Byron Mullens / B.J. Mullens,sore left ankle (DNP)
2013-04-03,Bobcats,,DeSagana Diop,sore right knee (DNP)
2013-04-03,Bobcats,,Jeffery Taylor / Jeff Taylor (b),strained right plantar fascia (DNP)
2013-04-03,Bucks,,Gustavo Ayon,placed on IL
2013-04-03,Bucks,Luc Richard Mbah a Moute / Luc Mbah a Moute,,activated from IL
2013-04-03,Grizzlies,,Tony Wroten Jr.,placed on IL with migraine headache
2013-04-03,Hawks,,Devin Harris,sore left foot (DNP)
2013-04-03,Hawks,,John Jenkins,concussion (DNP)
2013-04-03,Hawks,,Zaur Pachulia / Zaza Pachulia,surgery on right Achilles tendon (out for season)
2013-04-03,Jazz,,Kevin Murphy,placed on IL with skin infection
2013-04-03,Jazz,Jerel McNeal,,activated
2013-04-03,Magic,,Arron Afflalo,strained right hamstring (DNP)
2013-04-03,Magic,,Hidayet Turkoglu / Hedo Turkoglu,personal reasons (DNP)
2013-04-03,Magic,,Jameer Nelson,sprained right ankle (DNP)
2013-04-03,Nets,,Gerald Wallace,placed on IL with sore left foot
2013-04-03,Pistons,,Jose Calderon,arm injury (DNP)
2013-04-03,Pistons,,Will Bynum,strained right hand (DNP)
2013-04-03,Raptors,,Linas Kleiza,placed on IL
2013-04-03,Raptors,Landry Fields,,activated from IL
2013-04-03,Rockets,,Carlos Delfino,placed on IL with sore right foot
2013-04-03,Rockets,Chandler Parsons,,activated from IL
2013-04-03,Spurs,,(William) Tony Parker,sore left ankle (DNP)
2013-04-03,Spurs,,DeJuan Blair,stomach virus (DNP)
2013-04-03,Spurs,,Kawhi Leonard,placed on IL with sore left knee
Date,Team,Acquired,Relinquished,Notes
2013-04-03,Spurs,Tim Duncan,,activated from IL
2013-04-03,Wizards,,Bradley Beal,placed on IL with stress injury in right fibula (out for season)
2013-04-03,Wizards,Jason Collins,,activated from IL
2013-04-03,Wizards,,Jason Collins,sprained right ankle (DNP)
2013-04-04,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP)
2013-04-04,Bulls,,Marco Belinelli,strained abdominal muscle (DNP)
2013-04-04,Bulls,,Taj Gibson,placed on IL with sprained left knee
2013-04-04,Mavericks,,Elton Brand,sore right calf (DNP)
