Date,Team,Acquired,Relinquished,Notes
2009-01-16,Jazz,,Paul Millsap,placed on IL
2009-01-16,Jazz,C.J. Miles,,activated from IL
2009-01-16,Kings,,Quincy Douby,placed on IL
2009-01-16,Kings,Shelden Williams,,activated from IL
2009-01-16,Knicks,,Eddy Curry,sore right knee (DNP)
2009-01-16,Knicks,,Tim Thomas,flu (DNP)
2009-01-16,Pistons,Walter Herrmann,,returned to lineup
2009-01-16,Raptors,Jermaine O'Neal,,activated from IL
2009-01-16,Spurs,,Jacque Vaughn,placed on IL
2009-01-16,Thunder,,Nick Collison,placed on IL with stomach virus
2009-01-16,Thunder,Mouhamed Sene / Saer Sene,,activated from IL
2009-01-16,Warriors,,C.J. Watson,placed on IL with left big toe injury
2009-01-16,Warriors,,Marco Belinelli,sprained right ankle (DNP)
2009-01-16,Warriors,Stephen Jackson,,activated from IL
2009-01-16,Wizards,,Etan Thomas,torn MCL in left knee (DNP)
2009-01-17,Clippers,,Baron Davis,bruised tailbone (DNP)
2009-01-17,Clippers,,Jason Hart,sore right elbow (DNP)
2009-01-17,Jazz,,Morris Almond,placed on IL
2009-01-17,Jazz,Paul Millsap,,activated from IL
2009-01-17,Knicks,,Eddy Curry,placed on IL with sore right knee
2009-01-17,Knicks,,Tim Thomas,flu (DNP)
2009-01-17,Knicks,Danilo Gallinari,,activated from IL
Date,Team,Acquired,Relinquished,Notes
2009-01-17,Nuggets,,Carmelo Anthony,fractured bone in right hand (DNP)
2009-01-17,Rockets,,Luther Head,sore right foot (DNP)
2009-01-18,Heat,,Shawn Marion,placed on IL with strained left groin
2009-01-18,Raptors,,Jason Kapono,flu (DNP)
2009-01-18,Raptors,,Jermaine O'Neal,sore right knee (DTD)
2009-01-18,Raptors,,Jose Calderon,strained right hamstring (DNP)
2009-01-18,Thunder,,Mouhamed Sene / Saer Sene,placed on IL
2009-01-18,Thunder,Nick Collison,,activated from IL
2009-01-18,Heat,Marcus Banks,,activated from IL
2009-01-18,Heat,,Marcus Banks,back spasms (DNP)
2009-01-19,Bobcats,,DeSagana Diop,placed on IL
2009-01-19,Bobcats,Sean May,,activated from IL
2009-01-19,Clippers,,Baron Davis,bruised tailbone (DNP)
2009-01-19,Clippers,,Jason Hart,sore right elbow (DNP)
2009-01-19,Clippers,,Marcus Camby,sprained left ankle (DNP)
2009-01-19,Grizzlies,,Quinton Ross,back spasms (DNP)
2009-01-19,Hawks,,Marvin Williams,placed on IL with concussion
2009-01-19,Hawks,Thomas Gardner,,activated from IL
2009-01-19,Hornets,,David West,placed on IL with sore back
2009-01-19,Hornets,Melvin Ely,,activated from IL
2009-01-19,Mavericks,,Gerald Green (b. 1986-01-26),placed on IL
2009-01-19,Mavericks,Josh Howard,,activated from IL
2009-01-19,Nuggets,,Carmelo Anthony,fractured bone in right hand (DNP)
2009-01-19,Pacers,,Brandon Rush,placed on IL
2009-01-19,Pacers,,Josh McRoberts,placed on IL
Date,Team,Acquired,Relinquished,Notes
2009-01-19,Pacers,Maceo Baston,,activated from IL
2009-01-19,Pacers,Marquis Daniels,,activated from IL
2009-01-19,Raptors,,Jermaine O'Neal,sore right knee (DNP)
2009-01-19,Raptors,,Jose Calderon,strained right hamstring (DNP)
2009-01-19,Raptors,,Kris Humphries,placed on IL with broken bone in right shin (out for season)
2009-01-19,Raptors,Nathan Jawai,,activated from IL
2009-01-19,Rockets,,Luther Head,sore right foot (DNP)
2009-01-19,Warriors,,Marco Belinelli,placed on IL with sprained right ankle
2009-01-19,Warriors,C.J. Watson,,activated from IL
2009-01-19,Wizards,,DeShawn Stevenson,sore lower back (DNP)
2009-01-19,Wizards,,Etan Thomas,placed on IL with torn MCL in left knee (out for season)
2009-01-19,Wizards,DeShawn Stevenson,,activated from IL
2009-01-19,Knicks,,Jerome James,ruptured right Achilles tendon (out for season)
2009-01-19,Knicks,,Jerome James,ruptured right Achilles tendon (DNP)
2009-01-20,Bulls,,Drew Gooden,placed on IL with strained left groin
2009-01-20,Bulls,Cedric Simmons,,activated from IL
2009-01-20,Hawks,,Acie Law,bruised right quadriceps (DNP)
2009-01-20,Kings,,Bobby Brown,placed on IL
2009-01-20,Kings,,Shelden Williams,placed on IL
2009-01-20,Kings,Donte Greene,,activated from IL
2009-01-20,Kings,Quincy Douby,,activated from IL
2009-01-20,Nuggets,,Carmelo Anthony,fractured bone in right hand (DNP)
2009-01-20,Nuggets,,Dahntay Jones,separated shoulder (DNP)
2009-01-20,Pacers,,Maceo Baston,placed on IL with back spasms
2009-01-20,Pacers,Brandon Rush,,activated from IL
Date,Team,Acquired,Relinquished,Notes
2009-01-21,Bobcats,,Sean May,placed on IL
2009-01-21,Bobcats,DeSagana Diop,,activated from IL
2009-01-21,Celtics,,Bill Walker / Henry Walker,placed on IL
2009-01-21,Celtics,Kendrick Perkins,,activated from IL
2009-01-21,Clippers,,Baron Davis,bruised tailbone (DNP)
2009-01-21,Clippers,,Jason Hart,sore right elbow (DNP)
2009-01-21,Grizzlies,,Quinton Ross,back spasms (DNP)
2009-01-21,Heat,,Marcus Banks,placed on IL
2009-01-21,Heat,Shawn Marion,,activated from IL
2009-01-21,Hornets,,Hilton Armstrong,placed on IL with sore left knee
2009-01-21,Hornets,,Tyson Chandler,placed on IL with sprained left ankle
2009-01-21,Hornets,Ryan Bowen,,activated from IL
2009-01-21,Jazz,,Andrei Kirilenko,placed on IL with right ankle injury
2009-01-21,Jazz,Morris Almond,,activated from IL
2009-01-21,Kings,,Kenny Thomas,placed on IL
2009-01-21,Kings,,Quincy Douby,placed on IL
2009-01-21,Kings,Bobby Brown,,activated from IL
2009-01-21,Kings,Shelden Williams,,activated from IL
2009-01-21,Knicks,,Jerome James,ruptured right Achilles tendon (DNP)
2009-01-21,Lakers,,Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL
2009-01-21,Lakers,Luke Walton,,activated from IL
2009-01-21,Nets,,Trenton Hassell,placed on IL with strained calf
2009-01-21,Nets,Stromile Swift,,activated from IL
2009-01-21,Raptors,,Jose Calderon,strained right hamstring (DNP)
2009-01-21,Rockets,,Luther Head,sore right foot (DNP)
Date,Team,Acquired,Relinquished,Notes
2009-01-21,Suns,,Courtney Sims,placed on IL
2009-01-21,Warriors,,Andris Biedrins,sprained left wrist (DNP)
2009-01-22,Wizards,,DeShawn Stevenson,sore lower back (DNP)
2009-01-23,Bucks,,Charlie Bell,placed on IL
2009-01-23,Bucks,Damon Jones,,activated from IL
2009-01-23,Clippers,,Baron Davis,bruised tailbone (DNP)
2009-01-23,Clippers,,Marcus Camby,sprained left ankle (DNP)
2009-01-23,Hawks,,Acie Law,placed on IL
2009-01-23,Hawks,Marvin Williams,,activated from IL
2009-01-23,Knicks,,Jerome James,ruptured right Achilles tendon (DNP)
2009-01-23,Pacers,,Roy Hibbert,placed on IL with concussion
2009-01-23,Pacers,Maceo Baston,,activated from IL
2009-01-23,Rockets,,Luther Head,sore right foot (DNP)
2009-01-23,Warriors,,Anthony Randolph,flu (DTD)
2009-01-23,Warriors,,Jamal Crawford,bruised right hamstring (DNP)
2009-01-23,Warriors,,Marcus Williams (D.),placed on IL
2009-01-23,Warriors,Monta Ellis,,activated from IL
2009-01-24,76ers,,Reggie Evans,placed on IL with flu
2009-01-24,76ers,Elton Brand,,activated from IL
2009-01-24,Heat,,Shawn Marion,placed on IL with strained groin
2009-01-24,Heat,Marcus Banks,,activated from IL
2009-01-24,Jazz,,Jarron Collins,placed on IL
2009-01-24,Kings,,Shelden Williams,wrist injury (DTD)
2009-01-24,Wizards,,DeShawn Stevenson,sore lower back (DNP)
2009-01-24,Jazz,Kyrylo Fesenko,,activated from IL
Date,Team,Acquired,Relinquished,Notes
2009-01-25,Bucks,,Michael Redd,torn ACL and MCL in left knee (out for season)
2009-01-25,Celtics,,Sam Cassell,placed on IL
2009-01-25,Celtics,Bill Walker / Henry Walker,,activated from IL
2009-01-25,Clippers,,Baron Davis,bruised tailbone (DNP)
2009-01-25,Clippers,,Brian Skinner,flu (DNP)
2009-01-25,Clippers,,Marcus Camby,sprained left ankle (DNP)
2009-01-25,Clippers,,Mardy Collins,strained left calf (DNP)
2009-01-25,Lakers,,Sun Yue,placed on IL
2009-01-25,Lakers,Jordan Farmar,,activated from IL
2009-01-25,Nuggets,,Carmelo Anthony,fractured bone in right hand (DNP)
2009-01-25,Rockets,,Luther Head,placed on IL with sore right foot
2009-01-25,Rockets,,Yao Ming,sore right knee (DNP)
2009-01-25,Rockets,Ron Artest / Metta World Peace,,activated from IL
2009-01-25,Rockets,Tracy McGrady,,activated from IL
2009-01-25,Warriors,,Jamal Crawford,placed on IL with bruised right hamstring
2009-01-25,Warriors,Marcus Williams (D.),,activated from IL
2009-01-26,76ers,,Donyell Marshall,placed on IL
2009-01-26,76ers,Reggie Evans,,activated from IL
2009-01-26,Blazers,,Shavlik Randolph,placed on IL
2009-01-26,Blazers,Steve Blake,,activated from IL
2009-01-26,Bucks,,Michael Redd,placed on IL with torn ACL and MCL in left knee (out for season)
2009-01-26,Bucks,Charlie Bell,,activated from IL
2009-01-26,Clippers,,Baron Davis,bruised tailbone (DNP)
2009-01-26,Clippers,,Marcus Camby,sprained left ankle (DNP)
2009-01-26,Clippers,,Mardy Collins,strained left calf (DNP)
Date,Team,Acquired,Relinquished,Notes
2009-01-26,Hawks,,Thomas Gardner,placed on IL
2009-01-26,Hawks,Acie Law,,activated from IL
2009-01-26,Hornets,,Anthony Tolliver,placed on IL
2009-01-26,Hornets,Hilton Armstrong,,activated from IL
2009-01-26,Knicks,,Jerome James,ruptured right Achilles tendon (DNP)
2009-01-26,Nets,,Stromile Swift,placed on IL
2009-01-26,Nets,Trenton Hassell,,activated from IL
2009-01-27,Bobcats,,Gerald Wallace,fractured rub and partially collapsed lung (out indefinitely)
2009-01-27,Celtics,,Brian Scalabrine,concussion (out indefinitely)
2009-01-27,Magic,,Jeremy Richardson,placed on IL
2009-01-27,Magic,Mickael Pietrus,,activated from IL
2009-01-27,Pacers,,Radoslav Nesterovic / Rasho Nesterovic,placed on IL
2009-01-27,Pacers,Roy Hibbert,,activated from IL
2009-01-27,Spurs,Jacque Vaughn,,activated from IL
2009-01-27,Wizards,,Andray Blatche,strained left knee (out indefinitely)
2009-01-28,76ers,,Kareem Rush,placed on IL
2009-01-28,76ers,Donyell Marshall,,activated from IL
2009-01-28,Blazers,,Steve Blake,placed on IL with shoulder injury
2009-01-28,Blazers,Shavlik Randolph,,activated from IL
2009-01-28,Bobcats,,Gerald Wallace,placed on IL with fractured rub and partially collapsed lung
2009-01-28,Bobcats,,Sean May,sore right knee (DNP)
2009-01-28,Bobcats,Sean May,,activated from IL
2009-01-28,Celtics,,Brian Scalabrine,placed on IL with concussion
2009-01-28,Celtics,Tony Allen,,activated from IL
2009-01-28,Clippers,,Mardy Collins,strained left calf (DNP)
Date,Team,Acquired,Relinquished,Notes
2009-01-28,Knicks,,Jerome James,ruptured right Achilles tendon (DNP)
2009-01-28,Nuggets,,Carmelo Anthony,fractured bone in right hand (DNP)
2009-01-28,Pacers,,Danny Granger,placed on IL with sore right knee
2009-01-28,Pacers,Radoslav Nesterovic / Rasho Nesterovic,,activated from IL
2009-01-28,Thunder,,Kyle Weaver,placed on IL
2009-01-28,Thunder,Mouhamed Sene / Saer Sene,,activated from IL
2009-01-28,Warriors,,Marcus Williams (D.),placed on IL
2009-01-28,Warriors,Jamal Crawford,,activated from IL
2009-01-28,Wizards,,Andray Blatche,strained left knee (DNP)
2009-01-28,Wizards,,DeShawn Stevenson,sore lower back (DNP)
2009-01-29,Cavaliers,,Tarence Kinsey,sprained right ankle (DTD)
2009-01-29,Thunder,,Desmond Mason,hyperextended right knee (out for season)
2009-01-30,Bobcats,,Sean May,placed on IL with sore right knee
2009-01-30,Bucks,,Damon Jones,placed on IL
2009-01-30,Bucks,Andrew Bogut,,activated from IL
2009-01-30,Cavaliers,,Tarence Kinsey,placed on IL with sprained right ankle
2009-01-30,Cavaliers,Zydrunas Ilgauskas,,activated from IL
2009-01-30,Clippers,,Mardy Collins,strained left calf (DNP)
2009-01-30,Hornets,,Morris Peterson,placed on IL with left foot injury
2009-01-30,Hornets,David West,,activated from IL
2009-01-30,Jazz,,Andrei Kirilenko,surgery on right ankle to remove bone fragment
2009-01-30,Jazz,,Morris Almond,placed on IL
2009-01-30,Jazz,Jarron Collins,,activated from IL
2009-01-30,Pacers,,Roy Hibbert,placed on IL
2009-01-30,Pacers,Danny Granger,,activated from IL
Date,Team,Acquired,Relinquished,Notes
2009-01-30,Thunder,Kyle Weaver,,activated from IL
2009-01-30,Thunder,Robert Swift,,returned to lineup
2009-01-30,Wizards,,Andray Blatche,strained left knee (DNP)
2009-01-30,Thunder,,Desmond Mason,surgery on right knee to remove debris (out for season)
2009-01-30,Thunder,,Desmond Mason,placed on IL recovering from surgery on right knee (out for season)
2009-01-31,Clippers,,Mardy Collins,strained left calf (DNP)
2009-01-31,Knicks,,Jerome James,ruptured right Achilles tendon (DNP)
2009-01-31,Pacers,,Marquis Daniels,placed on IL for personal reasons
2009-01-31,Pacers,Roy Hibbert,,activated from IL
2009-01-31,Rockets,,Tracy McGrady,sprained left ankle (DNP)
2009-01-31,Spurs,,Ian Mahinmi,surgery on right ankle to remove bone fragment (out indefinitely)
2009-01-31,Warriors,,Kelenna Azubuike,left knee tendinitis (DNP)
2009-01-31,Wizards,,Andray Blatche,strained left knee (DNP)
2009-01-31,Spurs,Malik Hairston,,activated from IL
2009-02-01,Celtics,,Kevin Garnett,placed on IL with illness
2009-02-01,Celtics,J.R. Giddens,,activated from IL
2009-02-01,Kings,,Beno Udrih,placed on IL with bruised left calf
2009-02-01,Kings,,Brad Miller,placed on IL with strained abdominal
2009-02-01,Kings,Kenny Thomas,,activated from IL
2009-02-01,Kings,Quincy Douby,,activated from IL
2009-02-02,Clippers,,Mardy Collins,placed on IL with strained left calf
2009-02-02,Clippers,Zach Randolph,,activated from IL
2009-02-02,Heat,,Daequan Cook,placed on IL with bruised left thigh
2009-02-02,Heat,Shawn Marion,,activated from IL
2009-02-02,Jazz,,Deron Williams,placed on IL with bruised quadriceps
Date,Team,Acquired,Relinquished,Notes
2009-02-02,Jazz,Morris Almond,,activated from IL
2009-02-02,Kings,,Bobby Jackson,placed on IL for personal reasons
2009-02-02,Kings,Beno Udrih,,activated from IL
2009-02-02,Knicks,,Jerome James,ruptured right Achilles tendon (DNP)
2009-02-02,Lakers,,Andrew Bynum,placed on IL with torn MCL in right knee
2009-02-02,Lakers,Sun Yue,,activated from IL
2009-02-02,Magic,,Brian Cook,placed on IL
2009-02-02,Magic,,Jameer Nelson,dislocated right shoulder and torn labrum in right shoulder (out indefinitely)
2009-02-02,Wizards,,Andray Blatche,strained left knee (DNP)
2009-02-02,Wizards,,DeShawn Stevenson,sore lower back (DNP)
2009-02-03,Bucks,,Andrew Bogut,placed on IL with stress fracture in back (out for season)
2009-02-03,Bucks,Damon Jones,,activated from IL
2009-02-03,Cavaliers,,Aleksandar Pavlovic / Sasha Pavlovic,flu (DNP)
2009-02-03,Cavaliers,,Lorenzen Wright,flu (DNP)
2009-02-03,Nets,,Bobby Simmons,strained abdominal muscle (DNP)
2009-02-03,Nets,,Eduardo Najera,placed on IL with sports hernia (out for season)
2009-02-03,Nets,Sean Williams,,activated from IL
2009-02-03,Nuggets,,Kenyon Martin (Sr.),strep throat (DNP)
2009-02-03,Pacers,,Brandon Rush,placed on IL
2009-02-03,Pacers,Marquis Daniels,,activated from IL
2009-02-03,Spurs,,(William) Tony Parker,rest (DNP)
2009-02-03,Spurs,,Emanuel Ginobili / Manu Ginobili,placed on IL with bruised hip
2009-02-03,Spurs,,Michael Finley,rest (DNP)
2009-02-03,Spurs,,Tim Duncan,rest (DNP)
2009-02-03,Spurs,Jacque Vaughn,,activated from IL (P)
Date,Team,Acquired,Relinquished,Notes
2009-02-04,Cavaliers,,Aleksandar Pavlovic / Sasha Pavlovic,flu (DNP)
2009-02-04,Cavaliers,,Lorenzen Wright,flu (DNP)
2009-02-04,Grizzlies,,Kyle Lowry,placed on IL with sprained right ankle
2009-02-04,Grizzlies,Darko Milicic,,activated from IL
2009-02-04,Hawks,,Joe Johnson,viral infection (DTD)
2009-02-04,Hawks,Al Horford,,activated from IL
2009-02-04,Hornets,,Chris Paul,strained right groin (DNP)
2009-02-04,Knicks,,Jerome James,ruptured right Achilles tendon (DNP)
2009-02-04,Magic,,Jameer Nelson,placed on IL with dislocated right shoulder and torn labrum in right shoulder
2009-02-04,Magic,Jeremy Richardson,,activated from IL
2009-02-04,Mavericks,,Devean George,placed on IL with birth of child
2009-02-04,Mavericks,Gerald Green (b. 1986-01-26),,activated from IL
2009-02-04,Nets,,Bobby Simmons,strained abdominal muscle (DNP)
2009-02-04,Nuggets,,Chauncey Billups,sprained right ankle (DNP)
2009-02-04,Pistons,,Walter Herrmann,placed on IL for personal reasons
2009-02-04,Pistons,Walter Sharpe,,activated from IL
2009-02-04,Raptors,,Jose Calderon,sore right hamstring (DNP)
2009-02-04,Rockets,,Aaron Brooks,flu (DNP)
2009-02-04,Thunder,,Mouhamed Sene / Saer Sene,placed on IL
2009-02-04,Thunder,Joe Smith (Leynard),,activated from IL
2009-02-04,Timberwolves,,Craig Smith,placed on IL with bruised ribs
2009-02-04,Timberwolves,Calvin Booth,,activated from IL
2009-02-04,Wizards,,Andray Blatche,strained left knee (DNP)
2009-02-04,Wizards,,Caron Butler,flu (DNP)
2009-02-04,Wizards,,DeShawn Stevenson,sore lower back (DNP)
Date,Team,Acquired,Relinquished,Notes
2009-02-04,Wizards,,Juan Dixon,hyperextended/bruised right elbow (DNP)
2009-02-05,76ers,,Elton Brand,placed on IL with separated right shoulder
2009-02-05,76ers,Kareem Rush,,activated from IL
2009-02-05,Bucks,,Luke Ridnour,fractured right thumb (DTD)
2009-02-05,Celtics,Kevin Garnett,,activated from IL
2009-02-05,Jazz,,C.J. Miles,placed on IL with bronchitis
2009-02-05,Jazz,Deron Williams,,activated from IL
2009-02-05,Pacers,,Marquis Daniels,placed on IL with back injury
2009-02-05,Pacers,Brandon Rush,,activated from IL
2009-02-05,Celtics,,J.R. Giddens,placed on IL
2009-02-06,Bobcats,,Juwan Howard,placed on IL with toe injury
2009-02-06,Bobcats,D.J. Augustine,,activated from IL
2009-02-06,Hawks,,Joe Johnson,placed on IL with viral infection
2009-02-06,Hornets,,Chris Paul,strained right groin (DNP)
2009-02-06,Hornets,,Darrell Arthur,personal reasons (DNP)
2009-02-06,Kings,,Kenny Thomas,placed on IL
2009-02-06,Kings,Bobby Jackson,,activated from IL
2009-02-06,Magic,,Tyronn Lue,placed on IL
2009-02-06,Magic,Adonal Foyle,,activated from IL
2009-02-06,Raptors,,Chris Bosh,sprained right knee (DNP)
2009-02-06,Thunder,,Nenad Krstic,placed on IL with flu
2009-02-06,Thunder,Mouhamed Sene / Saer Sene,,activated from IL
2009-02-06,Wizards,,Andray Blatche,strained left knee (DNP)
2009-02-06,Wizards,,Caron Butler,flu (DNP)
2009-02-06,Wizards,,DeShawn Stevenson,sore lower back (DNP)
Date,Team,Acquired,Relinquished,Notes
2009-02-07,Bucks,,Luke Ridnour,fractured right thumb (DNP)
2009-02-07,Grizzlies,,Rudy Gay,strained left hip flexor (DNP)
2009-02-07,Hawks,,Mike Bibby,placed on IL with sprained left foot
2009-02-07,Hawks,Joe Johnson,,activated from IL
2009-02-07,Hornets,,Darrell Arthur,personal reasons (DNP)
2009-02-07,Mavericks,,Gerald Green (b. 1986-01-26),placed on IL
2009-02-07,Mavericks,,Jason Terry,broken bone in left hand (out indefinitely)
2009-02-07,Mavericks,Devean George,,activated from IL
2009-02-07,Nets,,Bobby Simmons,strained abdominal muscle (DNP)
2009-02-07,Raptors,,Chris Bosh,sprained right knee (DNP)
2009-02-08,Bobcats,,Raja Bell,groin injury (DTD)
2009-02-08,Bobcats,Juwan Howard,,activated from IL
2009-02-08,Heat,,Marcus Banks,placed on IL
2009-02-08,Heat,Daequan Cook,,activated from IL
2009-02-08,Hornets,,Chris Paul,strained right groin (DNP)
2009-02-08,Jazz,,Brevin Knight,bruised left quadricep (DNP)
2009-02-08,Jazz,,Kyrylo Fesenko,placed on IL with stomach virus
2009-02-08,Jazz,C.J. Miles,,activated from IL
2009-02-08,Kings,,Bobby Jackson,placed on IL with birth of child
2009-02-08,Kings,Kenny Thomas,,activated from IL
2009-02-08,Knicks,,Jerome James,ruptured right Achilles tendon (DNP)
2009-02-08,Magic,,Adonal Foyle,placed on IL
2009-02-08,Magic,Tyronn Lue,,activated from IL
2009-02-08,Nets,,Vince Carter,hyperextended/sore right elbow (DNP)
2009-02-08,Pistons,,Walter Sharpe,placed on IL
Date,Team,Acquired,Relinquished,Notes
2009-02-08,Pistons,Walter Herrmann,,activated from IL
2009-02-08,Spurs,,Jacque Vaughn,placed on IL
2009-02-08,Spurs,Emanuel Ginobili / Manu Ginobili,,activated from IL
2009-02-08,Thunder,,Mouhamed Sene / Saer Sene,placed on IL
2009-02-08,Thunder,Nenad Krstic,,activated from IL
2009-02-08,Warriors,,Andris Biedrins,placed on IL with sprained right ankle
2009-02-08,Warriors,Marcus Williams (D.),,activated from IL
2009-02-08,Wizards,,Andray Blatche,strained left knee (DNP)
2009-02-08,Wizards,,DeShawn Stevenson,sore lower back (DNP)
2009-02-09,76ers,,Elton Brand,surgery to repair separated right shoulder (out ~6 months)
2009-02-09,Bobcats,,Juwan Howard,right big toe inflammation (DNP)
2009-02-09,Bobcats,,Raja Bell,placed on IL with groin injury
2009-02-09,Bobcats,Sean May,,activated from IL
2009-02-09,Bucks,,Luke Ridnour,placed on IL with fractured right thumb
2009-02-09,Cavaliers,,Aleksandar Pavlovic / Sasha Pavlovic,sprained right ankle (out ~6 weeks)
2009-02-09,Grizzlies,,Rudy Gay,strained left hip flexor (DNP)
2009-02-09,Hornets,,Chris Paul,strained right groin (DNP)
2009-02-09,Hornets,,Darrell Arthur,personal reasons (DNP)
2009-02-09,Mavericks,,Jason Terry,surgery on left hand to stabilize broken bone
2009-02-09,Timberwolves,,Al Jefferson,torn ACL in right knee (out for season)
2009-02-10,Cavaliers,,Aleksandar Pavlovic / Sasha Pavlovic,sprained right ankle (DNP)
2009-02-10,Hawks,,Othello Hunter,placed on IL
2009-02-10,Hawks,Mike Bibby,,activated from IL
2009-02-10,Kings,,Mikki Moore,placed on IL for personal reasons
2009-02-10,Kings,Bobby Jackson,,activated from IL
Date,Team,Acquired,Relinquished,Notes
2009-02-10,Knicks,,Jerome James,ruptured right Achilles tendon (DNP)
2009-02-10,Knicks,,Quentin Richardson,bruised chest/ribs (DNP)
2009-02-10,Lakers,,Adam Morrison,placed on IL
2009-02-10,Mavericks,,Jason Terry,placed on IL recovering from surgery on left hand to repair broken bone
2009-02-10,Mavericks,Gerald Green (b. 1986-01-26),,activated from IL
2009-02-10,Nets,,Bobby Simmons,strained abdominal muscle (DNP)
2009-02-10,Pacers,,Jeff Foster,sore back (DNP)
2009-02-10,Pacers,,Mike Dunleavy Jr.,sore right knee (DNP)
2009-02-10,Pistons,,Allen Iverson,placed on IL with flu
2009-02-10,Pistons,Alex Acker,,activated from IL
2009-02-10,Raptors,,Chris Bosh,sprained right knee (DNP)
2009-02-10,Timberwolves,,Al Jefferson,torn ACL in right knee (DNP)
2009-02-10,Timberwolves,,Rashad McCants,flu (DNP)
2009-02-10,Wizards,,Andray Blatche,strained left knee (DNP)
2009-02-10,Wizards,,DeShawn Stevenson,sore lower back (DNP)
2009-02-11,Bobcats,,Juwan Howard,right big toe inflammation (DNP)
2009-02-11,Celtics,,Ray Allen,placed on IL with hyperextended right thumb
2009-02-11,Celtics,,Tony Allen,left thumb injury (DTD)
2009-02-11,Celtics,Sam Cassell,,activated from IL
2009-02-11,Clippers,,Marcus Camby,migraine headache (DNP)
2009-02-11,Grizzlies,,Rudy Gay,strained left hip flexor (DNP)
2009-02-11,Hornets,,Darrell Arthur,personal reasons (DNP)
2009-02-11,Jazz,,Brevin Knight,placed on IL with bruised left quadricep
2009-02-11,Jazz,Kyrylo Fesenko,,activated from IL
2009-02-11,Knicks,,Chris Duhon,sprained left ankle (DNP)
Date,Team,Acquired,Relinquished,Notes
2009-02-11,Knicks,,Jerome James,ruptured right Achilles tendon (DNP)
2009-02-11,Knicks,,Quentin Richardson,bruised chest/ribs (DNP)
2009-02-11,Nuggets,,Chris Andersen,sprained left wrist (DNP)
2009-02-11,Pacers,,Jeff Foster,sore back (DNP)
2009-02-11,Pacers,,Mike Dunleavy Jr.,sore right knee (DNP)
2009-02-11,Pistons,,Alex Acker,placed on IL
2009-02-11,Pistons,Allen Iverson,,activated from IL
2009-02-11,Raptors,,Chris Bosh,sprained right knee (DNP)
2009-02-11,Raptors,,Jose Calderon,sore right hamstring (DNP)
2009-02-11,Rockets,,Tracy McGrady,sore left knee (DNP)
2009-02-11,Suns,,Steve Nash,back spasms (DNP)
2009-02-11,Wizards,,Andray Blatche,strained left knee (DNP)
2009-02-11,Wizards,,DeShawn Stevenson,sore lower back (DNP)
2009-02-12,Celtics,,Tony Allen,placed on IL with left thunb injury
2009-02-12,Celtics,Ray Allen,,activated from IL
2009-02-17,Bobcats,,Sean May,placed on IL
2009-02-17,Bobcats,,Sean Singletary,placed on IL
2009-02-17,Bobcats,Gerald Wallace,,activated from IL
2009-02-17,Bobcats,Raja Bell,,activated from IL
2009-02-17,Clippers,,Brian Skinner,sore right Achilles tendon (DNP)
2009-02-17,Clippers,,Marcus Camby,placed on IL with ear infection
2009-02-17,Clippers,Mardy Collins,,activated from IL
2009-02-17,Grizzlies,Kyle Lowry,,activated from IL
2009-02-17,Hawks,,Ronald Murray / Flip Murray,placed on IL for personal reasons
2009-02-17,Hawks,Thomas Gardner,,activated from IL
Date,Team,Acquired,Relinquished,Notes
2009-02-17,Jazz,,Mehmet Okur,placed on IL with flu
2009-02-17,Jazz,,Morris Almond,placed on IL
2009-02-17,Jazz,Andrei Kirilenko,,activated from IL
2009-02-17,Jazz,Brevin Knight,,activated from IL
2009-02-17,Knicks,,Jerome James,ruptured right Achilles tendon (DNP)
2009-02-17,Lakers,,Sun Yue,placed on IL
2009-02-17,Lakers,Adam Morrison,,activated from IL
2009-02-17,Nets,,Maurice Ager,placed on IL
2009-02-17,Nets,Yi Jianlian / Jianlian Yi,,activated from IL
2009-02-17,Pacers,,Jeff Foster,sore back (DNP)
2009-02-17,Pacers,,Mike Dunleavy Jr.,placed on IL with sore right knee (out for season)
2009-02-17,Pacers,Marquis Daniels,,activated from IL
2009-02-17,Rockets,,Tracy McGrady,sore left knee (DNP)
2009-02-17,Spurs,,Emanuel Ginobili / Manu Ginobili,placed on IL with stress reaction in right ankle
2009-02-17,Spurs,Jacque Vaughn,,activated from IL
2009-02-17,Timberwolves,,Al Jefferson,placed on IL with torn ACL in right knee (out for season)
2009-02-17,Timberwolves,,Kevin Ollie,placed on IL
2009-02-17,Timberwolves,Craig Smith,,activated from IL
2009-02-17,Timberwolves,Mark Madsen,,activated from IL
2009-02-17,Wizards,,DeShawn Stevenson,sore lower back (DNP)
2009-02-17,Suns,,Courtney Sims,placed on IL
2009-02-18,Blazers,,Greg Oden,sore left knee (DNP)
2009-02-18,Blazers,Steve Blake,,activated from IL
2009-02-18,Cavaliers,,Aleksandar Pavlovic / Sasha Pavlovic,placed on IL with sprained right ankle
2009-02-18,Cavaliers,,Ben Wallace,right forearm laceration (DNP)
Date,Team,Acquired,Relinquished,Notes
2009-02-18,Cavaliers,Tarence Kinsey,,activated from IL
2009-02-18,Celtics,,Tony Allen,surgery on left thumb to repair torn ligaments
2009-02-18,Clippers,,Brian Skinner,sore right Achilles tendon (DNP)
2009-02-18,Heat,,Mark Blount,placed on IL
